container,classification,component,repository,git_sha,expected_git_sha,image,immutable_image_digest,local_image_id,environment,compose_service,configuration_authority,secret_authority,rollback_image_or_digest,safety_applicable,safety_result,safety_state,startup_command
codestra-monitoring-node-exporter-1,observability/security workload,unmapped,https://github.com/prometheus/node_exporter,UNESTABLISHED,NOT_IN_SOURCE_LOCK,prom/node-exporter@sha256:1b4e4438faca4dd7e001dd445d161a4a2091b0fededa84093b3a8dfeae1f1be0,sha256:1b4e4438faca4dd7e001dd445d161a4a2091b0fededa84093b3a8dfeae1f1be0,sha256:1b4e4438faca4dd7e001dd445d161a4a2091b0fededa84093b3a8dfeae1f1be0,UNESTABLISHED,node-exporter,/opt/codestra/operations/monitoring/compose.monitoring.yaml,NO_SECRET_MOUNT_OBSERVED,prom/node-exporter@sha256:1b4e4438faca4dd7e001dd445d161a4a2091b0fededa84093b3a8dfeae1f1be0,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/bin/node_exporter --path.rootfs=/host --collector.systemd --collector.processes --collector.textfile.directory=/host/var/lib/node_exporter/textfile_collector
codestra-monitoring-prometheus-1,observability/security workload,unmapped,https://github.com/prometheus/prometheus,UNESTABLISHED,NOT_IN_SOURCE_LOCK,prom/prometheus@sha256:3c42b892cf723fa54d2f262c37a0e1f80aa8c8ddb1da7b9b0df9455a35a7f893,sha256:3c42b892cf723fa54d2f262c37a0e1f80aa8c8ddb1da7b9b0df9455a35a7f893,sha256:3c42b892cf723fa54d2f262c37a0e1f80aa8c8ddb1da7b9b0df9455a35a7f893,UNESTABLISHED,prometheus,/opt/codestra/operations/monitoring/compose.monitoring.yaml,NO_SECRET_MOUNT_OBSERVED,prom/prometheus@sha256:3c42b892cf723fa54d2f262c37a0e1f80aa8c8ddb1da7b9b0df9455a35a7f893,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/bin/prometheus --config.file=/etc/prometheus/prometheus.yml --storage.tsdb.path=/prometheus --storage.tsdb.retention.time=30d --web.enable-lifecycle
codestra-monitoring-receiver-receiver-1,observability/security workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,codestra-monitoring-receiver-receiver,UNESTABLISHED,sha256:260fef5b0c1d8eafa29b661612511bdc3b869851b8a36d41a6cdfb5498f23ab4,UNESTABLISHED,receiver,/opt/codestra/operations/monitoring-receiver/compose.yaml,/etc/codestra/secrets/monitoring/receiver_bearer;/etc/codestra/secrets/monitoring/receiver_hmac,sha256:260fef5b0c1d8eafa29b661612511bdc3b869851b8a36d41a6cdfb5498f23ab4,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,uvicorn app:app --host 0.0.0.0 --port 8080 --no-access-log
codestra-monitoring-redis-exporter-1,observability/security workload,unmapped,https://github.com/oliver006/redis_exporter,9edec39c3a9a88148eebafb835629d07e0a647b8,NOT_IN_SOURCE_LOCK,docker.io/oliver006/redis_exporter@sha256:178f95efe97b733ab10e8721c54bee838c125e1e666734dc27a956886fff7a8a,sha256:178f95efe97b733ab10e8721c54bee838c125e1e666734dc27a956886fff7a8a,sha256:178f95efe97b733ab10e8721c54bee838c125e1e666734dc27a956886fff7a8a,UNESTABLISHED,redis-exporter,/opt/codestra/operations/monitoring/compose.monitoring.yaml,/etc/codestra/secrets/monitoring-runtime/redis_exporter_password,docker.io/oliver006/redis_exporter@sha256:178f95efe97b733ab10e8721c54bee838c125e1e666734dc27a956886fff7a8a,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/redis_exporter
codestra-mw-cert-candidate,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,f199b6c40f4e467979e9a8b255a0e686321a182d,NOT_IN_SOURCE_LOCK,ghcr.io/codestra-srl/codestra-middleware@sha256:ec2cf4ca73ff072fbdd48bda108a60f103526cb3e97a721abdf38435b010908b,sha256:ec2cf4ca73ff072fbdd48bda108a60f103526cb3e97a721abdf38435b010908b,sha256:ec2cf4ca73ff072fbdd48bda108a60f103526cb3e97a721abdf38435b010908b,rehearsal,UNESTABLISHED,UNESTABLISHED,/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/middleware-runtime/quarantine-encryption-key;/etc/codestra/secrets/middleware-runtime/quarantine-fingerprint-key;/etc/codestra/secrets/middleware-runtime/quarantine-reviewer-key,ghcr.io/codestra-srl/codestra-middleware@sha256:ec2cf4ca73ff072fbdd48bda108a60f103526cb3e97a721abdf38435b010908b,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/opt/venv/bin/python -m app.entrypoints.integration_api
codestra-mw-cert-pg17,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,UNESTABLISHED,UNESTABLISHED,UNESTABLISHED,NO_SECRET_MOUNT_OBSERVED,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh postgres
codestra-n8n-1,legacy workload,unmapped,https://github.com/n8n-io/n8n,UNESTABLISHED,NOT_IN_SOURCE_LOCK,n8nio/n8n@sha256:11524034450080bd0032754892b23ff20be43d72cf320ce75640f7c5475fdca8,sha256:11524034450080bd0032754892b23ff20be43d72cf320ce75640f7c5475fdca8,sha256:11524034450080bd0032754892b23ff20be43d72cf320ce75640f7c5475fdca8,production,n8n,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.n8n-db-host-remediation.yaml,/opt/codestra/compose/compose.odoo-n8n-hardening.yaml",/etc/codestra/secrets/codestra-compose/n8n_db_password;/etc/codestra/secrets/codestra-compose/n8n_encryption_key,n8nio/n8n@sha256:11524034450080bd0032754892b23ff20be43d72cf320ce75640f7c5475fdca8,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,"/usr/local/bin/live-delivery-admission /bin/sh -c export DB_POSTGRESDB_PASSWORD=""$(cat /run/secrets/n8n_db_password)""; export N8N_ENCRYPTION_KEY=""$(cat /run/secrets/n8n_encryption_key)""; exec n8n start"
codestra-n8n-internal-proxy,observability/security workload,unmapped,https://github.com/caddyserver/caddy-docker,UNESTABLISHED,NOT_IN_SOURCE_LOCK,codestra/caddy:2.11.4-hardened-20260723,UNESTABLISHED,sha256:269c6bd9b2713a27f8dc34a19a904bb0ba9d8f0f1564913576becd24779674d5,UNESTABLISHED,n8n-internal-proxy,/opt/codestra/middleware/deploy/internal-n8n-private/compose.internal-n8n.yaml,NO_SECRET_MOUNT_OBSERVED,sha256:269c6bd9b2713a27f8dc34a19a904bb0ba9d8f0f1564913576becd24779674d5,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,caddy run --config /etc/caddy/Caddyfile --adapter caddyfile
codestra-n8n-staging-n8n-1,Codestra release workload,n8n,https://github.com/n8n-io/n8n,UNESTABLISHED,1ef1f2f5dbc794c23159ca89a0422af0aa3df4af,n8nio/n8n@sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,production,n8n,"/opt/codestra/n8n-staging/compose.yaml,/opt/codestra/n8n-staging/compose.queue.override.yaml",/etc/codestra/secrets/n8n-staging/files/n8n_db_password;/etc/codestra/secrets/n8n-staging/files/n8n_encryption_key;/etc/codestra/secrets/n8n-staging/files/n8n_jwt_secret;/etc/codestra/secrets/n8n-staging/redis-auth/password;/etc/codestra/secrets/n8n-staging/redis-auth/username;/opt/codestra/n8n-staging/scripts/redis-secret-entrypoint.sh,n8nio/n8n@sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/usr/local/bin/redis-secret-entrypoint.sh
codestra-n8n-staging-postgres-1,Codestra release workload,n8n,appolon1908-hue/N8N,UNESTABLISHED,1ef1f2f5dbc794c23159ca89a0422af0aa3df4af,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,STAGING,postgres,/opt/codestra/n8n-staging/compose.yaml,/etc/codestra/secrets/n8n-staging/files/n8n_db_password,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh postgres
codestra-n8n-staging-redis-1,Codestra release workload,n8n,appolon1908-hue/N8N,UNESTABLISHED,1ef1f2f5dbc794c23159ca89a0422af0aa3df4af,redis@sha256:bb186d083732f669da90be8b0f975a37812b15e913465bb14d845db72a4e3e08,sha256:bb186d083732f669da90be8b0f975a37812b15e913465bb14d845db72a4e3e08,sha256:bb186d083732f669da90be8b0f975a37812b15e913465bb14d845db72a4e3e08,STAGING,redis,"/opt/codestra/n8n-staging/compose.yaml,/opt/codestra/n8n-staging/compose.queue.override.yaml",/etc/codestra/secrets/n8n-staging/redis-auth/password;/etc/codestra/secrets/n8n-staging/redis-auth/username;/etc/codestra/secrets/n8n-staging/redis-auth/users.acl,redis@sha256:bb186d083732f669da90be8b0f975a37812b15e913465bb14d845db72a4e3e08,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh redis-server --appendonly yes --save 60 1 --maxmemory 192mb --maxmemory-policy noeviction --aclfile /run/secrets/redis-users.acl
codestra-n8n-staging-webhook-1,Codestra release workload,n8n,https://github.com/n8n-io/n8n,UNESTABLISHED,1ef1f2f5dbc794c23159ca89a0422af0aa3df4af,n8nio/n8n@sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,production,webhook,"/opt/codestra/n8n-staging/compose.yaml,/opt/codestra/n8n-staging/compose.queue.override.yaml",/etc/codestra/secrets/n8n-staging/files/n8n_db_password;/etc/codestra/secrets/n8n-staging/files/n8n_encryption_key;/etc/codestra/secrets/n8n-staging/files/n8n_jwt_secret;/etc/codestra/secrets/n8n-staging/redis-auth/password;/etc/codestra/secrets/n8n-staging/redis-auth/username;/opt/codestra/n8n-staging/scripts/redis-secret-entrypoint.sh,n8nio/n8n@sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/usr/local/bin/redis-secret-entrypoint.sh webhook
codestra-n8n-staging-worker-1,Codestra release workload,n8n,https://github.com/n8n-io/n8n,UNESTABLISHED,1ef1f2f5dbc794c23159ca89a0422af0aa3df4af,n8nio/n8n@sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,production,worker,"/opt/codestra/n8n-staging/compose.yaml,/opt/codestra/n8n-staging/compose.queue.override.yaml",/etc/codestra/secrets/n8n-staging/files/n8n_db_password;/etc/codestra/secrets/n8n-staging/files/n8n_encryption_key;/etc/codestra/secrets/n8n-staging/files/n8n_jwt_secret;/etc/codestra/secrets/n8n-staging/redis-auth/password;/etc/codestra/secrets/n8n-staging/redis-auth/username;/opt/codestra/n8n-staging/scripts/redis-secret-entrypoint.sh,n8nio/n8n@sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/usr/local/bin/redis-secret-entrypoint.sh worker --concurrency=5
codestra-n8n-staging-worker-2-1,Codestra release workload,n8n,https://github.com/n8n-io/n8n,UNESTABLISHED,1ef1f2f5dbc794c23159ca89a0422af0aa3df4af,n8nio/n8n@sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,production,worker-2,"/opt/codestra/n8n-staging/compose.yaml,/opt/codestra/n8n-staging/compose.queue.override.yaml",/etc/codestra/secrets/n8n-staging/files/n8n_db_password;/etc/codestra/secrets/n8n-staging/files/n8n_encryption_key;/etc/codestra/secrets/n8n-staging/files/n8n_jwt_secret;/etc/codestra/secrets/n8n-staging/redis-auth/password;/etc/codestra/secrets/n8n-staging/redis-auth/username;/opt/codestra/n8n-staging/scripts/redis-secret-entrypoint.sh,n8nio/n8n@sha256:cfe2704ff858395503d42548206c2c99ea351a205e941063a9d9b77b0f404478,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/usr/local/bin/redis-secret-entrypoint.sh worker --concurrency=5
codestra-odoo-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,odoo@sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,UNESTABLISHED,odoo,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.scraper-ingress-disabled.yaml,/opt/codestra/compose/compose.health-contract-remediation.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml,/home/codestra-admin/releases/callback-production-ded863c289c4.override.yaml,/home/codestra-admin/releases/campaign-crm-middleware-d30babd.override.yaml,/home/codestra-admin/releases/contact-center-91e22ef4.override.yaml",/etc/codestra/secrets/codestra-compose/odoo_db_password;/etc/codestra/secrets/odoo-callback/client_secret;/opt/codestra/scripts/odoo-secret-entrypoint.sh,odoo@sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,"/usr/local/bin/odoo-secret-entrypoint.sh odoo --addons-path=/usr/lib/python3/dist-packages/odoo/addons,/mnt/integration-addons,/mnt/call-center-addons,/mnt/breero-addons --workers=4 --max-cron-threads=1 --gevent-port=8072"
codestra-odoo-internal-proxy,observability/security workload,unmapped,https://github.com/caddyserver/caddy-docker,UNESTABLISHED,NOT_IN_SOURCE_LOCK,codestra/caddy:2.11.4-hardened-20260723,UNESTABLISHED,sha256:269c6bd9b2713a27f8dc34a19a904bb0ba9d8f0f1564913576becd24779674d5,UNESTABLISHED,odoo-internal-proxy,/opt/codestra/middleware/deploy/internal-odoo/compose.internal-odoo.yaml,NO_SECRET_MOUNT_OBSERVED,sha256:269c6bd9b2713a27f8dc34a19a904bb0ba9d8f0f1564913576becd24779674d5,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,caddy run --config /etc/caddy/Caddyfile --adapter caddyfile
codestra-odoo-staging-odoo-staging-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,odoo@sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,UNESTABLISHED,odoo-staging,/root/odoo19-s1-staging-deployment-20260728T144838Z/compose/compose.yaml,NO_SECRET_MOUNT_OBSERVED,odoo@sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/usr/local/sbin/codestra-staging-entrypoint odoo --config=/tmp/odoo-staging.conf
codestra-odoo-staging-postgres-staging-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,postgres:17-alpine,UNESTABLISHED,sha256:742f40ea20b9ff2ff31db5458d127452988a2164df9e17441e191f3b72252193,UNESTABLISHED,postgres-staging,/root/odoo19-s1-staging-deployment-20260728T144838Z/compose/compose.yaml,NO_SECRET_MOUNT_OBSERVED,sha256:742f40ea20b9ff2ff31db5458d127452988a2164df9e17441e191f3b72252193,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh postgres
codestra-odoo-staging-uat-loopback-proxy-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,python:3.12-alpine,UNESTABLISHED,sha256:6d43704baacd1bfbe7c295d7f13079d5d8104ed33568873133f8fc69980419df,UNESTABLISHED,uat-loopback-proxy,/root/odoo19-s1-staging-deployment-20260728T144838Z/compose/compose.yaml,NO_SECRET_MOUNT_OBSERVED,sha256:6d43704baacd1bfbe7c295d7f13079d5d8104ed33568873133f8fc69980419df,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,python3 /opt/uat-loopback-proxy.py
codestra-odoo19-identity-menu-staging-postgres-1,observability/security workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,IDENTITY_MENU_STAGING,postgres,/opt/codestra/odoo19-identity-menu-staging/compose.yaml,/etc/codestra/secrets/odoo19-identity-menu-staging/postgres_password,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh postgres
codestra-odoo19-module-staging-callback-tls-1,legacy workload,unmapped,https://github.com/caddyserver/caddy-docker,UNESTABLISHED,NOT_IN_SOURCE_LOCK,codestra/caddy:2.11.4-hardened-20260723,UNESTABLISHED,sha256:269c6bd9b2713a27f8dc34a19a904bb0ba9d8f0f1564913576becd24779674d5,MODULE_STAGING,callback-tls,/opt/codestra/odoo19-module-staging/compose.yaml,/etc/codestra/secrets/odoo19-module-staging,sha256:269c6bd9b2713a27f8dc34a19a904bb0ba9d8f0f1564913576becd24779674d5,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,caddy run --config /etc/caddy/Caddyfile
codestra-odoo19-module-staging-odoo-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,odoo@sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,MODULE_STAGING,odoo,"/opt/codestra/odoo19-module-staging/compose.yaml,/var/tmp/crm-followup-overlay-3bf43b689da96eb1ab2444c30133a2dc43563be4.yaml",/etc/codestra/secrets/odoo19-module-staging/identity_lookup_hmac;/etc/codestra/secrets/odoo19-module-staging/odoo_callback_hmac;/etc/codestra/secrets/odoo19-module-staging/postgres_password;/etc/codestra/secrets/odoo19-module-staging/provisioning_ca.crt;/etc/codestra/secrets/odoo19-module-staging/provisioning_client_secret;/opt/codestra/scripts/odoo-secret-entrypoint.sh,odoo@sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,"/usr/local/bin/odoo-secret-entrypoint.sh odoo --database=odoo19_module_staging --addons-path=/usr/lib/python3/dist-packages/odoo/addons,/mnt/integration-addons,/mnt/call-center-addons,/mnt/vertical-addons,/mnt/staging-mail-inbox-addons,/mnt/crm-call-followup-addons --max-cron-threads=0 --workers=0 --http-interface=0.0.0.0 --without-demo=true"
