container,classification,component,repository,git_sha,expected_git_sha,image,immutable_image_digest,local_image_id,environment,compose_service,configuration_authority,secret_authority,rollback_image_or_digest,safety_applicable,safety_result,safety_state,startup_command
codestra-mail-isolated-stalwart-1,provider workload,unmapped,https://github.com/stalwartlabs/stalwart,d08305df2e865ccf8b0676fd63ebd37d25aef787,NOT_IN_SOURCE_LOCK,stalwartlabs/stalwart:v0.16,UNESTABLISHED,sha256:9ed1d343243b7aa72969e372a7240b7ddea07730781d4b68a0dc3d8d51c418bb,UNESTABLISHED,stalwart,/root/codestra-production-completion/deploy/mail-platform/compose.isolated.yaml,NO_SECRET_MOUNT_OBSERVED,sha256:9ed1d343243b7aa72969e372a7240b7ddea07730781d4b68a0dc3d8d51c418bb,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/usr/local/bin/stalwart --config /etc/stalwart/config.json
codestra-middleware-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,b3ca9aa458fef843e3065aeff3397c656349f138,NOT_IN_SOURCE_LOCK,codestra/middleware:health-contract-b3ca9aa,UNESTABLISHED,sha256:5dd751a9da60e2417c9ee553ddea68f54e76981dcc896eb3676b27617d121f38,UNESTABLISHED,middleware,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.scraper-ingress-disabled.yaml,/opt/codestra/compose/compose.health-contract-remediation.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/codestra-compose/database_url;/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/odoo_identity_hmac;/etc/codestra/secrets/codestra-compose/provisioning/ca.crt;/etc/codestra/secrets/codestra-compose/provisioning/client_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/quarantine-encryption-key;/etc/codestra/secrets/middleware-runtime/quarantine-fingerprint-key;/etc/codestra/secrets/middleware-runtime/quarantine-reviewer-key;/etc/codestra/secrets/telephony-publisher/keys.json;/etc/codestra/secrets/vicidial-callback-hmac;/etc/codestra/secrets/vicidial-mtls,sha256:5dd751a9da60e2417c9ee553ddea68f54e76981dcc896eb3676b27617d121f38,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=false,/usr/local/bin/live-delivery-admission python -m app.entrypoints.integration_api
codestra-middleware-breero-odoo-worker-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,51416422eaaa959c8c7223ad1434287597eb8007,NOT_IN_SOURCE_LOCK,codestra/middleware:breero-51416422,UNESTABLISHED,sha256:961c0569a5033cdb494d211fd32cfe20d7efd42d3900f02c2d3f0ac7bfdcfa63,UNESTABLISHED,middleware-breero-odoo-worker,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.schema2-recovery-20260812.yaml,/opt/codestra/compose/compose.server-a-readiness-5bb5a048.yaml,/opt/codestra/compose/compose.breero-worker-a9e890c.yaml,/opt/codestra/compose/compose.live-delivery-breero.yaml",/etc/codestra/secrets/breero-odoo/api-key;/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-integration-api-database-url;/etc/codestra/secrets/middleware-runtime/quarantine-encryption-key;/etc/codestra/secrets/middleware-runtime/quarantine-fingerprint-key;/etc/codestra/secrets/telephony-publisher/keys.json;/etc/codestra/secrets/vicidial-callback-hmac;/etc/codestra/secrets/vicidial-mtls,sha256:961c0569a5033cdb494d211fd32cfe20d7efd42d3900f02c2d3f0ac7bfdcfa63,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.entrypoints.breero_odoo_worker
codestra-middleware-event-gateway-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,4a3ac0b57a61baf63310c55048a7897556faa9a972083b86761e91391ae2317b,NOT_IN_SOURCE_LOCK,codestra/middleware:webhook-cert-pg-20260816,UNESTABLISHED,sha256:93cbb4a11765ad92e9bbf1a1bb9601f15a540164b4e7d6647cb0f16d588ab6e0,UNESTABLISHED,middleware-event-gateway,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.schema2-recovery-20260812.yaml,/opt/codestra/compose/compose.server-a-readiness-5bb5a048.yaml,/opt/codestra/releases/middleware-51416422/deploy/readiness/compose.private-vicidial-ingress.yaml,/opt/codestra/compose/compose.breero-worker-a9e890c.yaml,/opt/codestra/compose/compose.scraper-ingress-disabled.yaml,/opt/codestra/compose/compose.scraper-monitoring-worker-disabled.yaml,/opt/codestra/compose/compose.external-webhook.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/breero-ingress/identities.json;/etc/codestra/secrets/breero-ingress/production-hmac;/etc/codestra/secrets/breero-ingress/staging-hmac;/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/external-webhooks;/etc/codestra/secrets/middleware-runtime/middleware-event-gateway-database-url;/etc/codestra/secrets/middleware-runtime/quarantine-encryption-key;/etc/codestra/secrets/middleware-runtime/quarantine-fingerprint-key;/etc/codestra/secrets/telephony-publisher/keys-readiness.json;/etc/codestra/secrets/vicidial-callback-hmac;/etc/codestra/secrets/vicidial-mtls,sha256:93cbb4a11765ad92e9bbf1a1bb9601f15a540164b4e7d6647cb0f16d588ab6e0,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.entrypoints.event_gateway
codestra-middleware-evidence-runner-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,b3ca9aa458fef843e3065aeff3397c656349f138,NOT_IN_SOURCE_LOCK,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,UNESTABLISHED,middleware-evidence-runner,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-evidence-runner-database-url,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.entrypoints.evidence_runner
codestra-middleware-extension-allocator-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,b3ca9aa458fef843e3065aeff3397c656349f138,NOT_IN_SOURCE_LOCK,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,UNESTABLISHED,middleware-extension-allocator,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-extension-allocator-database-url,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.entrypoints.extension_allocator
codestra-middleware-external-webhook-worker-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,4a3ac0b57a61baf63310c55048a7897556faa9a972083b86761e91391ae2317b,NOT_IN_SOURCE_LOCK,codestra/middleware:webhook-cert-pg-20260816,UNESTABLISHED,sha256:93cbb4a11765ad92e9bbf1a1bb9601f15a540164b4e7d6647cb0f16d588ab6e0,UNESTABLISHED,middleware-external-webhook-worker,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.schema2-recovery-20260812.yaml,/opt/codestra/compose/compose.server-a-readiness-5bb5a048.yaml,/opt/codestra/releases/middleware-51416422/deploy/readiness/compose.private-vicidial-ingress.yaml,/opt/codestra/compose/compose.breero-worker-a9e890c.yaml,/opt/codestra/compose/compose.scraper-ingress-disabled.yaml,/opt/codestra/compose/compose.scraper-monitoring-worker-disabled.yaml,/opt/codestra/compose/compose.external-webhook.yaml,/opt/codestra/compose/compose.live-delivery-external-webhook.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/external-webhooks;/etc/codestra/secrets/external-webhooks/n8n-header-token;/etc/codestra/secrets/middleware-runtime/middleware-event-gateway-database-url;/etc/codestra/secrets/middleware-runtime/quarantine-encryption-key;/etc/codestra/secrets/middleware-runtime/quarantine-fingerprint-key;/etc/codestra/secrets/vicidial-callback-hmac,sha256:93cbb4a11765ad92e9bbf1a1bb9601f15a540164b4e7d6647cb0f16d588ab6e0,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.entrypoints.external_webhook_worker
codestra-middleware-integration-api-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,35448ef85ae56db3651a72b61db8e242b7aacd2e,NOT_IN_SOURCE_LOCK,ghcr.io/codestra-srl/codestra-middleware@sha256:09d4bd0f7b2376e0a06d3efae27a6642429389fa7e3277791ec0b36584e87175,sha256:09d4bd0f7b2376e0a06d3efae27a6642429389fa7e3277791ec0b36584e87175,sha256:09d4bd0f7b2376e0a06d3efae27a6642429389fa7e3277791ec0b36584e87175,UNESTABLISHED,middleware-integration-api,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.scraper-ingress-disabled.yaml,/opt/codestra/compose/compose.health-contract-remediation.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml,/home/codestra-admin/releases/callback-production-20260822.override.yaml,/home/codestra-admin/releases/campaign-crm-middleware-d30babd.override.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/odoo_identity_hmac;/etc/codestra/secrets/codestra-compose/provisioning/ca.crt;/etc/codestra/secrets/codestra-compose/provisioning/client_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/internal-n8n/middleware-client-secret;/etc/codestra/secrets/internal-n8n/odoo-results-client-secret;/etc/codestra/secrets/internal-n8n/runtime-hmac;/etc/codestra/secrets/middleware-runtime/middleware-integration-api-database-url;/etc/codestra/secrets/middleware-runtime/quarantine-encryption-key;/etc/codestra/secrets/middleware-runtime/quarantine-fingerprint-key;/etc/codestra/secrets/middleware-runtime/quarantine-reviewer-key;/etc/codestra/secrets/middleware-staging/postly/postiz_api_key;/etc/codestra/secrets/scraper-ingress/hmac-keys;/etc/codestra/secrets/vicidial-mtls,ghcr.io/codestra-srl/codestra-middleware@sha256:09d4bd0f7b2376e0a06d3efae27a6642429389fa7e3277791ec0b36584e87175,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=false,/usr/local/bin/live-delivery-admission /opt/venv/bin/python -m app.entrypoints.integration_api
codestra-middleware-n8n-runtime-worker-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,b3ca9aa458fef843e3065aeff3397c656349f138,NOT_IN_SOURCE_LOCK,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,UNESTABLISHED,middleware-n8n-runtime-worker,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/internal-n8n/runtime-hmac;/etc/codestra/secrets/middleware-runtime/middleware-integration-api-database-url,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.entrypoints.n8n_runtime_worker
codestra-middleware-notification-worker-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,9118e5bc01f9ce4a52add8753c096d061cd84848,NOT_IN_SOURCE_LOCK,ghcr.io/codestra-srl/codestra-middleware@sha256:73fe86858d7a9303bbb151c77097aa43c0739e71c4781636e7db81dd4eadbf98,sha256:73fe86858d7a9303bbb151c77097aa43c0739e71c4781636e7db81dd4eadbf98,sha256:73fe86858d7a9303bbb151c77097aa43c0739e71c4781636e7db81dd4eadbf98,UNESTABLISHED,middleware-notification-worker,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.scraper-ingress-disabled.yaml,/opt/codestra/compose/compose.health-contract-remediation.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml,/home/codestra-admin/releases/callback-production-20260822.override.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-notification-worker-database-url;/etc/codestra/secrets/websocket-gateway/internal_token,ghcr.io/codestra-srl/codestra-middleware@sha256:73fe86858d7a9303bbb151c77097aa43c0739e71c4781636e7db81dd4eadbf98,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=false,/usr/local/bin/live-delivery-admission /opt/venv/bin/python -m app.entrypoints.notification_worker
codestra-middleware-odoo-result-worker-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,d30babd35b7b82aab312f16940f5b8d2f7797f1d,NOT_IN_SOURCE_LOCK,ghcr.io/codestra-srl/codestra-middleware@sha256:ab74b9eb56c9625597476ab6669b065b471314c912cb2d4677118de230e3d4e2,sha256:ab74b9eb56c9625597476ab6669b065b471314c912cb2d4677118de230e3d4e2,sha256:ab74b9eb56c9625597476ab6669b065b471314c912cb2d4677118de230e3d4e2,production,middleware-odoo-result-worker,"/opt/codestra/middleware/deploy/compose.runtime.yaml,/tmp/worker-recreate-safety.yaml,/opt/codestra/middleware/deploy/compose.campaign-crm-d30babd.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/internal-n8n/odoo-results-client-secret;/etc/codestra/secrets/internal-n8n/registry-snapshot-key;/etc/codestra/secrets/middleware-runtime/middleware-odoo-result-worker-database-url,ghcr.io/codestra-srl/codestra-middleware@sha256:ab74b9eb56c9625597476ab6669b065b471314c912cb2d4677118de230e3d4e2,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=false,/usr/local/bin/live-delivery-admission /opt/venv/bin/python -m app.entrypoints.odoo_result_worker
codestra-middleware-pjsip-adapter-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,b3ca9aa458fef843e3065aeff3397c656349f138,NOT_IN_SOURCE_LOCK,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,UNESTABLISHED,middleware-pjsip-adapter,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-pjsip-adapter-database-url;/etc/codestra/secrets/vicidial-mtls,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=false,/usr/local/bin/live-delivery-admission python -m app.entrypoints.pjsip_adapter
codestra-middleware-policy-engine-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,b3ca9aa458fef843e3065aeff3397c656349f138,NOT_IN_SOURCE_LOCK,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,UNESTABLISHED,middleware-policy-engine,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-policy-engine-database-url,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.entrypoints.policy_engine
codestra-middleware-postly-polling-worker-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,b3ca9aa458fef843e3065aeff3397c656349f138,NOT_IN_SOURCE_LOCK,codestra/middleware@sha256:d3ac2b34d216064bc579feedca9cc2d4079ebe44943a6417ab31437c79df8dd8,sha256:d3ac2b34d216064bc579feedca9cc2d4079ebe44943a6417ab31437c79df8dd8,sha256:d3ac2b34d216064bc579feedca9cc2d4079ebe44943a6417ab31437c79df8dd8,UNESTABLISHED,middleware-postly-polling-worker,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.scraper-ingress-disabled.yaml,/opt/codestra/compose/compose.health-contract-remediation.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-integration-api-database-url;/etc/codestra/secrets/middleware-staging/postly/postiz_api_key,codestra/middleware@sha256:d3ac2b34d216064bc579feedca9cc2d4079ebe44943a6417ab31437c79df8dd8,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.entrypoints.postly_polling_worker
codestra-middleware-reconciliation-worker-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,b3ca9aa458fef843e3065aeff3397c656349f138,NOT_IN_SOURCE_LOCK,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,UNESTABLISHED,middleware-reconciliation-worker,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-reconciliation-worker-database-url,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.entrypoints.reconciliation_worker
